N,g,accuracy(bits)
228,97.5,906
228,98.0,908
228,98.5,909
228,99.0,911
228,99.5,912
228,100.0,911
228,100.5,910
228,101.0,911
228,101.5,910
229,97.5,908
229,98.0,910
229,98.5,912
229,99.0,912
229,99.5,912
229,100.0,911
229,100.5,912
229,101.0,910
229,101.5,910
230,96.5,901
230,97.0,905
230,97.5,912
230,98.0,911
230,98.5,914
230,99.0,912
230,99.5,911
230,100.0,910
230,100.5,913
231,96.0,902
231,96.5,904
231,97.0,906
231,97.5,912
231,98.0,912
231,98.5,911
231,99.0,911
231,99.5,912
231,100.0,914
232,97.5,912
232,98.0,913
232,98.5,913
232,99.0,911
232,99.5,911
232,100.0,911
232,100.5,912
232,101.0,910
232,101.5,910
233,97.0,909
233,97.5,913
233,98.0,913
233,98.5,912
233,99.0,914
233,99.5,911
233,100.0,912
233,100.5,911
233,101.0,910
234,97.0,912
234,97.5,913
234,98.0,915
234,98.5,912
234,99.0,913
234,99.5,910
235,95.5,909
235,96.0,906
235,96.5,910
235,97.0,914
235,97.5,914
235,98.0,915
235,98.5,912
235,99.0,912
235,99.5,912
236,96.0,907
236,96.5,910
236,97.0,913
236,97.5,913
236,98.0,914
236,98.5,912
236,99.0,914
236,99.5,912
236,100.0,912
237,95.5,908
237,96.0,909
237,96.5,912
237,97.0,915
237,97.5,915
237,98.0,912
237,98.5,912
237,99.0,912
237,99.5,912
238,95.0,904
238,95.5,908
238,96.0,909
238,96.5,913
238,97.0,913
238,97.5,915
238,98.0,913
238,98.5,912
238,99.0,911
239,95.0,907
239,95.5,910
239,96.0,911
239,96.5,914
239,97.0,913
239,97.5,914
239,98.0,913
239,98.5,912
239,99.0,912
240,94.5,905
240,95.0,908
240,95.5,910
240,96.0,913
240,96.5,914
240,97.0,915
240,97.5,913
240,98.0,913
240,98.5,912
241,95.0,911
241,95.5,911
241,96.0,915
241,96.5,914
241,97.0,914
241,97.5,914
241,98.0,913
241,98.5,912
241,99.0,913
242,94.0,904
242,94.5,906
242,95.0,915
242,95.5,912
242,96.0,915
242,96.5,914
242,97.0,914
242,97.5,914
242,98.0,914
243,93.0,898
243,93.5,903
243,94.0,904
243,94.5,909
243,95.0,914
243,95.5,913
243,96.0,914
243,96.5,914
243,97.0,914
244,92.0,895
244,92.5,896
244,93.0,901
244,93.5,905
244,94.0,906
244,94.5,909
244,95.0,915
244,95.5,914
244,96.0,914
245,92.5,899
245,93.0,902
245,93.5,905
245,94.0,908
245,94.5,911
245,95.0,915
245,95.5,916
245,96.0,915
245,96.5,914
246,93.5,906
246,94.0,908
246,94.5,913
246,95.0,915
246,95.5,916
246,96.0,917
246,96.5,913
246,97.0,916
246,97.5,914
247,94.5,915
247,95.0,916
247,95.5,914
247,96.0,913
247,96.5,914
247,97.0,914
247,97.5,913
247,98.0,914
247,98.5,913
248,93.5,909
248,94.0,911
248,94.5,916
248,95.0,916
248,95.5,915
248,96.0,916
248,96.5,914
248,97.0,914
248,97.5,913
249,92.5,904
249,93.0,910
249,93.5,909
249,94.0,912
249,94.5,917
249,95.0,916
249,95.5,916
249,96.0,913
249,96.5,914
250,92.0,902
250,92.5,904
250,93.0,910
250,93.5,911
250,94.0,913
250,94.5,917
250,95.0,917
250,95.5,915
250,96.0,914
251,92.5,907
251,93.0,910
251,93.5,912
251,94.0,916
251,94.5,915
251,95.0,915
251,95.5,916
251,96.0,915
251,96.5,913
252,92.0,903
252,92.5,908
252,93.0,911
252,93.5,914
252,94.0,918
252,94.5,915
252,95.0,917
252,95.5,915
252,96.0,916
253,92.0,905
253,92.5,910
253,93.0,912
253,93.5,915
253,94.0,917
253,94.5,916
253,95.0,918
253,95.5,916
253,96.0,914
254,93.0,913
254,93.5,915
254,94.0,916
254,94.5,917
254,95.0,916
254,95.5,915
254,96.0,916
254,96.5,914
254,97.0,914
255,93.0,913
255,93.5,916
255,94.0,915
255,94.5,915
255,95.0,916
255,95.5,916
255,96.0,914
255,96.5,915
255,97.0,913
256,91.5,906
256,92.0,909
256,92.5,916
256,93.0,914
256,93.5,918
256,94.0,918
256,94.5,917
256,95.0,916
256,95.5,916
257,91.0,906
257,91.5,907
257,92.0,909
257,92.5,916
257,93.0,917
257,93.5,917
257,94.0,916
257,94.5,916
257,95.0,915
258,90.5,902
258,91.0,906
258,91.5,908
258,92.0,911
258,92.5,916
258,93.0,918
258,93.5,916
258,94.0,917
258,94.5,918
259,91.0,907
259,91.5,910
259,92.0,913
259,92.5,916
259,93.0,916
259,93.5,916
259,94.0,917
259,94.5,917
259,95.0,916
260,92.0,915
260,92.5,917
260,93.0,918
260,93.5,916
260,94.0,917
260,94.5,917
260,95.0,916
260,95.5,915
260,96.0,913
261,91.5,911
261,92.0,915
261,92.5,917
261,93.0,915
261,93.5,916
261,94.0,918
261,94.5,917
261,95.0,916
261,95.5,916
262,92.0,916
262,92.5,918
262,93.0,919
262,93.5,918
262,94.0,916
262,94.5,915
262,95.0,916
262,95.5,915
262,96.0,914
263,91.0,911
263,91.5,913
263,92.0,918
263,92.5,918
263,93.0,916
263,93.5,917
263,94.0,917
263,94.5,917
263,95.0,916
264,90.0,904
264,90.5,911
264,91.0,912
264,91.5,914
264,92.0,919
264,92.5,919
264,93.0,917
264,93.5,917
264,94.0,918
265,89.0,903
265,89.5,903
265,90.0,907
265,90.5,915
265,91.0,913
265,91.5,917
265,92.0,919
265,92.5,918
265,93.0,917
266,89.5,905
266,90.0,908
266,90.5,914
266,91.0,915
266,91.5,918
266,92.0,918
266,92.5,917
266,93.0,917
266,93.5,917
267,89.5,905
267,90.0,910
267,90.5,913
267,91.0,915
267,91.5,917
267,92.0,917
267,92.5,917
267,93.0,918
267,93.5,917
268,91.0,916
268,91.5,917
268,92.0,917
268,92.5,918
268,93.0,918
268,93.5,917
268,94.0,917
268,94.5,915
268,95.0,915
269,91.0,917
269,91.5,919
269,92.0,918
269,92.5,918
269,93.0,918
269,93.5,917
269,94.0,915
269,94.5,916
269,95.0,916
270,90.0,912
270,90.5,917
270,91.0,918
270,91.5,918
270,92.0,918
270,92.5,917
270,93.0,917
270,93.5,917
270,94.0,915
271,88.5,904
271,89.0,908
271,89.5,909
271,90.0,913
271,90.5,918
271,91.0,920
271,91.5,919
271,92.0,918
271,92.5,918
272,88.5,904
272,89.0,908
272,89.5,911
272,90.0,916
272,90.5,918
272,91.0,920
272,91.5,919
272,92.0,919
272,92.5,916
273,89.0,910
273,89.5,912
273,90.0,918
273,90.5,918
273,91.0,919
273,91.5,919
273,92.0,917
273,92.5,917
273,93.0,918
274,89.0,910
274,89.5,913
274,90.0,918
274,90.5,919
274,91.0,919
274,91.5,918
274,92.0,917
274,92.5,918
274,93.0,919
275,88.5,910
275,89.0,911
275,89.5,915
275,90.0,921
275,90.5,919
275,91.0,920
275,91.5,918
275,92.0,917
275,92.5,918
276,88.0,905
276,88.5,914
276,89.0,912
276,89.5,915
276,90.0,922
276,90.5,920
276,91.0,920
276,91.5,920
276,92.0,917
277,87.5,903
277,88.0,906
277,88.5,913
277,89.0,912
277,89.5,916
277,90.0,921
277,90.5,919
277,91.0,920
277,91.5,918
278,88.0,907
278,88.5,913
278,89.0,913
278,89.5,917
278,90.0,920
278,90.5,919
278,91.0,919
278,91.5,917
278,92.0,917
279,88.0,909
279,88.5,914
279,89.0,914
279,89.5,920
279,90.0,920
279,90.5,920
279,91.0,920
279,91.5,919
279,92.0,917
280,87.5,906
280,88.0,909
280,88.5,915
280,89.0,916
280,89.5,919
280,90.0,921
280,90.5,920
280,91.0,918
280,91.5,920
281,88.0,911
281,88.5,915
281,89.0,918
281,89.5,921
281,90.0,921
281,90.5,919
281,91.0,919
281,91.5,919
281,92.0,918
282,87.5,908
282,88.0,912
282,88.5,915
282,89.0,918
282,89.5,921
282,90.0,920
282,90.5,920
282,91.0,920
282,91.5,917
283,87.5,910
283,88.0,914
283,88.5,916
283,89.0,918
283,89.5,921
283,90.0,919
283,90.5,919
283,91.0,919
283,91.5,918
284,87.5,910
284,88.0,915
284,88.5,916
284,89.0,920
284,89.5,920
284,90.0,920
284,90.5,919
284,91.0,920
284,91.5,918
285,87.0,907
285,87.5,911
285,88.0,916
285,88.5,919
285,89.0,921
285,89.5,921
285,90.0,920
285,90.5,919
285,91.0,918
286,86.5,906
286,87.0,909
286,87.5,912
286,88.0,919
286,88.5,920
286,89.0,922
286,89.5,920
286,90.0,920
286,90.5,920
287,87.0,909
287,87.5,913
287,88.0,922
287,88.5,920
287,89.0,922
287,89.5,921
287,90.0,920
287,90.5,920
287,91.0,918
288,86.0,904
288,86.5,911
288,87.0,911
288,87.5,913
288,88.0,922
288,88.5,920
288,89.0,920
288,89.5,922
288,90.0,920
289,85.5,902
289,86.0,904
289,86.5,916
289,87.0,912
289,87.5,914
289,88.0,921
289,88.5,922
289,89.0,923
289,89.5,921
290,86.5,912
290,87.0,913
290,87.5,917
290,88.0,921
290,88.5,923
290,89.0,921
290,89.5,918
291,87.0,914
291,87.5,918
291,88.0,923
291,88.5,921
291,89.0,920
291,89.5,920
291,90.0,922
291,90.5,919
291,91.0,918
292,86.5,912
292,87.0,915
292,87.5,918
292,88.0,922
292,88.5,922
292,89.0,921
292,89.5,921
292,90.0,920
292,90.5,918
293,85.5,905
293,86.0,910
293,86.5,913
293,87.0,915
293,87.5,921
293,88.0,923
293,88.5,921
293,89.0,920
293,89.5,920
294,86.0,910
294,86.5,913
294,87.0,916
294,87.5,921
294,88.0,922
294,88.5,921
294,89.0,922
294,89.5,921
294,90.0,921
295,86.0,911
295,86.5,914
295,87.0,917
295,87.5,922
295,88.0,923
295,88.5,922
295,89.0,920
295,89.5,919
295,90.0,920
296,86.0,912
296,86.5,916
296,87.0,919
296,87.5,923
296,88.0,922
296,88.5,921
296,89.0,921
296,89.5,920
296,90.0,920
297,85.5,909
297,86.0,913
297,86.5,917
297,87.0,920
297,87.5,922
297,88.0,921
297,88.5,920
297,89.0,920
297,89.5,921
298,85.5,909
298,86.0,914
298,86.5,918
298,87.0,920
298,87.5,923
298,88.0,923
298,88.5,922
298,89.0,922
298,89.5,921
299,85.5,911
299,86.0,917
299,86.5,918
299,87.0,922
299,87.5,923
299,88.0,923
299,88.5,921
299,89.0,921
299,89.5,921
300,85.5,912
300,86.0,918
300,86.5,918
300,87.0,922
300,87.5,922
300,88.0,922
300,88.5,921
300,89.0,922
300,89.5,920
301,85.0,910
301,85.5,913
301,86.0,919
301,86.5,921
301,87.0,924
301,87.5,924
301,88.0,923
301,88.5,922
301,89.0,921
302,85.0,910
302,85.5,914
302,86.0,923
302,86.5,921
302,87.0,924
302,87.5,922
302,88.0,923
302,88.5,921
302,89.0,920
303,85.0,911
303,85.5,915
303,86.0,922
303,86.5,923
303,87.0,923
303,87.5,923
303,88.0,923
303,88.5,922
303,89.0,920
304,84.5,912
304,85.0,912
304,85.5,915
304,86.0,922
304,86.5,923
304,87.0,922
304,87.5,924
304,88.0,921
304,88.5,921
305,85.5,916
305,86.0,922
305,86.5,922
305,87.0,923
305,87.5,924
305,88.0,923
305,88.5,923
305,89.0,921
305,89.5,922
306,86.0,922
306,86.5,924
306,87.0,922
306,87.5,922
306,88.0,922
306,88.5,922
306,89.0,921
306,89.5,920
306,90.0,920
307,85.0,914
307,85.5,919
307,86.0,924
307,86.5,922
307,87.0,923
307,87.5,923
307,88.0,922
307,88.5,922
307,89.0,920
308,83.5,904
308,84.0,909
308,84.5,914
308,85.0,916
308,85.5,920
308,86.0,923
308,86.5,924
308,87.0,922
308,87.5,924
309,83.5,904
309,84.0,909
309,84.5,915
309,85.0,917
309,85.5,920
309,86.0,923
309,86.5,924
309,87.0,925
309,87.5,924
310,85.0,918
310,85.5,922
310,86.0,924
310,86.5,923
310,87.0,924
310,87.5,924
310,88.0,922
310,88.5,920
310,89.0,921
311,84.5,915
311,85.0,918
311,85.5,924
311,86.0,924
311,86.5,924
311,87.0,922
311,87.5,924
311,88.0,922
311,88.5,922
312,83.5,908
312,84.0,913
312,84.5,916
312,85.0,918
312,85.5,925
312,86.0,924
312,86.5,924
312,87.0,924
312,87.5,923
313,83.0,906
313,83.5,910
313,84.0,914
313,84.5,916
313,85.0,921
313,85.5,924
313,86.0,925
313,86.5,924
313,87.0,923
314,84.0,915
314,84.5,917
314,85.0,921
314,85.5,925
314,86.0,923
314,86.5,924
314,87.0,923
314,87.5,922
314,88.0,922
315,84.0,915
315,84.5,919
315,85.0,923
315,85.5,923
315,86.0,922
315,86.5,923
315,87.0,923
315,87.5,923
315,88.0,922
316,83.0,909
316,83.5,911
316,84.0,916
316,84.5,920
316,85.0,923
316,85.5,924
316,86.0,924
316,86.5,924
316,87.0,922
317,83.0,909
317,83.5,912
317,84.0,919
317,84.5,920
317,85.0,923
317,85.5,924
317,86.0,924
317,86.5,922
317,87.0,923
318,83.5,913
318,84.0,920
318,84.5,922
318,85.0,924
318,85.5,926
318,86.0,925
318,86.5,923
318,87.0,923
318,87.5,922
319,84.0,922
319,84.5,922
319,85.0,925
319,85.5,924
319,86.0,925
319,86.5,924
319,87.0,923
319,87.5,922
319,88.0,921
320,83.0,912
320,83.5,914
320,84.0,925
320,84.5,922
320,85.0,924
320,85.5,924
320,86.0,926
320,86.5,923
320,87.0,924
321,84.0,923
321,84.5,924
321,85.0,925
321,85.5,925
321,86.0,923
321,86.5,924
321,87.0,922
321,87.5,923
321,88.0,922
322,83.5,918
322,84.0,923
322,84.5,924
322,85.0,926
322,85.5,925
322,86.0,924
322,86.5,923
322,87.0,923
322,87.5,923
323,83.0,915
323,83.5,918
323,84.0,923
323,84.5,925
323,85.0,926
323,85.5,925
323,86.0,923
323,86.5,924
323,87.0,923
324,82.5,917
324,83.0,915
324,83.5,918
324,84.0,923
324,84.5,925
324,85.0,925
324,85.5,924
324,86.0,923
324,86.5,923
325,82.5,914
325,83.0,915
325,83.5,919
325,84.0,924
325,84.5,926
325,85.0,925
325,85.5,924
325,86.0,923
325,86.5,923
326,82.0,910
326,82.5,914
326,83.0,916
326,83.5,921
326,84.0,924
326,84.5,925
326,85.0,924
326,85.5,924
326,86.0,923
327,82.5,916
327,83.0,916
327,83.5,921
327,84.0,925
327,84.5,925
327,85.0,925
327,85.5,926
327,86.0,924
327,86.5,922
328,83.5,923
328,84.0,926
328,84.5,925
328,85.0,924
328,85.5,924
328,86.0,923
328,86.5,924
328,87.0,924
328,87.5,922
329,82.5,917
329,83.0,919
329,83.5,923
329,84.0,928
329,84.5,924
329,85.0,925
329,85.5,924
329,86.0,924
329,86.5,923
330,82.0,912
330,82.5,918
330,83.0,920
330,83.5,924
330,84.0,927
330,84.5,925
330,85.0,925
330,85.5,923
330,86.0,925
331,81.5,909
331,82.0,913
331,82.5,918
331,83.0,920
331,83.5,926
331,84.0,925
331,84.5,925
331,85.0,925
331,85.5,925
332,81.5,909
332,82.0,913
332,82.5,918
332,83.0,922
332,83.5,926
332,84.0,925
332,84.5,925
332,85.0,926
332,85.5,925
333,81.5,911
333,82.0,916
333,82.5,918
333,83.0,922
333,83.5,926
333,84.0,926
333,84.5,925
333,85.0,924
333,85.5,925
334,81.5,911
334,82.0,917
334,82.5,921
334,83.0,924
334,83.5,926
334,84.0,925
334,84.5,925
334,85.0,925
334,85.5,924
335,81.5,912
335,82.0,918
335,82.5,921
335,83.0,925
335,83.5,925
335,84.0,926
335,84.5,925
335,85.0,925
335,85.5,924
336,82.0,918
336,82.5,921
336,83.0,925
336,83.5,926
336,84.0,927
336,84.5,927
336,85.0,924
336,85.5,925
336,86.0,923
337,82.5,923
337,83.0,925
337,83.5,926
337,84.0,925
337,84.5,925
337,85.0,924
337,85.5,926
337,86.0,922
337,86.5,924
338,82.0,921
338,82.5,923
338,83.0,926
338,83.5,925
338,84.0,925
338,84.5,925
338,85.0,925
338,85.5,925
338,86.0,925
339,80.5,910
339,81.0,912
339,81.5,915
339,82.0,921
339,82.5,923
339,83.0,927
339,83.5,926
339,84.0,925
339,84.5,925
340,80.5,910
340,81.0,912
340,81.5,916
340,82.0,923
340,82.5,923
340,83.0,927
340,83.5,926
340,84.0,927
340,84.5,925
341,81.0,913
341,81.5,916
341,82.0,924
341,82.5,924
341,83.0,927
341,83.5,926
341,84.0,925
341,84.5,927
341,85.0,924
342,81.0,913
342,81.5,917
342,82.0,927
342,82.5,926
342,83.0,927
342,83.5,925
342,84.0,927
342,84.5,926
342,85.0,925
343,80.0,906
343,80.5,912
343,81.0,914
343,81.5,919
343,82.0,926
343,82.5,927
343,83.0,928
343,83.5,928
343,84.0,926
344,80.5,913
344,81.0,916
344,81.5,920
344,82.0,926
344,82.5,928
344,83.0,927
344,83.5,926
344,84.0,925
344,84.5,925
345,80.5,914
345,81.0,917
345,81.5,920
345,82.0,926
345,82.5,927
345,83.0,928
345,83.5,926
345,84.0,927
345,84.5,926
346,81.5,922
346,82.0,927
346,82.5,926
346,83.0,926
346,83.5,927
346,84.0,926
346,84.5,925
346,85.0,926
346,85.5,924
347,80.0,909
347,80.5,918
347,81.0,918
347,81.5,922
347,82.0,927
347,82.5,927
347,83.0,929
347,83.5,925
347,84.0,925
348,81.0,918
348,81.5,922
348,82.0,927
348,82.5,927
348,83.0,927
348,83.5,925
348,84.0,926
348,84.5,925
348,85.0,924
349,80.0,912
349,80.5,920
349,81.0,919
349,81.5,925
349,82.0,927
349,82.5,928
349,83.0,927
349,83.5,926
349,84.0,925
350,80.5,920
350,81.0,921
350,81.5,925
350,82.0,928
350,82.5,928
350,83.0,927
350,83.5,926
350,84.0,925
350,84.5,925
351,80.0,914
351,80.5,920
351,81.0,921
351,81.5,925
351,82.0,929
351,82.5,927
351,83.0,928
351,83.5,926
351,84.0,926
352,80.0,915
352,80.5,920
352,81.0,921
352,81.5,926
352,82.0,927
352,82.5,927
352,83.0,929
352,83.5,927
352,84.0,926
353,81.0,923
353,81.5,927
353,82.0,928
353,82.5,929
353,83.0,928
353,83.5,925
353,84.0,926
353,84.5,925
353,85.0,924
354,81.0,923
354,81.5,927
354,82.0,927
354,82.5,928
354,83.0,926
354,83.5,925
354,84.0,924
354,84.5,925
354,85.0,924
355,81.0,923
355,81.5,928
355,82.0,926
355,82.5,926
355,83.0,927
355,83.5,926
355,84.0,925
355,84.5,925
355,85.0,925
356,79.5,912
356,80.0,916
356,80.5,922
356,81.0,924
356,81.5,928
356,82.0,927
356,82.5,927
356,83.0,928
356,83.5,925
357,79.0,912
357,79.5,913
357,80.0,917
357,80.5,922
357,81.0,924
357,81.5,928
357,82.0,928
357,82.5,929
357,83.0,928
358,80.0,919
358,80.5,922
358,81.0,926
358,81.5,928
358,82.0,929
358,82.5,928
358,83.0,926
358,83.5,925
358,84.0,925
359,80.5,924
359,81.0,927
359,81.5,928
359,82.0,928
359,82.5,927
359,83.0,927
359,83.5,925
359,84.0,925
359,84.5,927
360,80.0,920
360,80.5,925
360,81.0,928
360,81.5,927
360,82.0,927
360,82.5,928
360,83.0,928
360,83.5,925
360,84.0,926
361,78.5,909
361,79.0,914
361,79.5,917
361,80.0,922
361,80.5,925
361,81.0,928
361,81.5,929
361,82.0,926
361,82.5,927
362,79.0,915
362,79.5,918
362,80.0,922
362,80.5,925
362,81.0,929
362,81.5,929
362,82.0,929
362,82.5,927
362,83.0,929
363,79.0,915
363,79.5,918
363,80.0,924
363,80.5,926
363,81.0,928
363,81.5,928
363,82.0,928
363,82.5,928
363,83.0,926
364,79.0,915
364,79.5,918
364,80.0,925
364,80.5,926
364,81.0,928
364,81.5,929
364,82.0,928
364,82.5,927
364,83.0,928
365,79.5,918
365,80.0,925
365,80.5,927
365,81.0,928
365,81.5,929
365,82.0,929
365,82.5,927
365,83.0,928
365,83.5,926
366,80.0,926
366,80.5,927
366,81.0,929
366,81.5,928
366,82.0,928
366,82.5,928
366,83.0,927
366,83.5,927
366,84.0,927
367,79.5,921
367,80.0,927
367,80.5,928
367,81.0,928
367,81.5,928
367,82.0,927
367,82.5,928
367,83.0,927
367,83.5,925
368,78.5,915
368,79.0,917
368,79.5,921
368,80.0,928
368,80.5,928
368,81.0,928
368,81.5,927
368,82.0,927
368,82.5,927
369,77.5,906
369,78.0,910
369,78.5,915
369,79.0,919
369,79.5,923
369,80.0,929
369,80.5,930
369,81.0,929
369,81.5,928
370,78.0,910
370,78.5,915
370,79.0,920
370,79.5,923
370,80.0,930
370,80.5,928
370,81.0,928
370,81.5,929
370,82.0,928
371,78.0,911
371,78.5,916
371,79.0,920
371,79.5,923
371,80.0,928
371,80.5,929
371,81.0,928
371,81.5,928
371,82.0,928
372,78.5,917
372,79.0,920
372,79.5,923
372,80.0,928
372,80.5,930
372,81.0,929
372,81.5,927
372,82.0,928
372,82.5,927
373,78.5,919
373,79.0,922
373,79.5,924
373,80.0,930
373,80.5,929
373,81.0,930
373,81.5,928
373,82.0,928
373,82.5,927
374,78.5,920
374,79.0,922
374,79.5,926
374,80.0,930
374,80.5,929
374,81.0,928
374,81.5,929
374,82.0,928
374,82.5,928
375,78.0,913
375,78.5,920
375,79.0,922
375,79.5,927
375,80.0,931
375,80.5,929
375,81.0,928
375,81.5,928
375,82.0,927
376,78.0,914
376,78.5,922
376,79.0,922
376,79.5,928
376,80.0,929
376,80.5,930
376,81.0,929
376,81.5,928
376,82.0,927
377,78.5,925
377,79.0,924
377,79.5,929
377,80.0,929
377,80.5,930
377,81.0,929
377,81.5,928
377,82.0,928
377,82.5,928
378,79.0,925
378,79.5,929
378,80.0,930
378,80.5,930
378,81.0,928
378,81.5,928
378,82.0,927
378,82.5,928
378,83.0,926
379,78.5,924
379,79.0,925
379,79.5,929
379,80.0,930
379,80.5,930
379,81.0,929
379,81.5,928
379,82.0,927
379,82.5,927
380,78.0,918
380,78.5,924
380,79.0,925
380,79.5,929
380,80.0,928
380,80.5,929
380,81.0,929
380,81.5,926
380,82.0,928
381,77.5,913
381,78.0,915
381,78.5,924
381,79.0,923
381,79.5,927
381,80.0,929
381,80.5,928
381,81.0,929
381,81.5,929
382,78.0,913
382,78.5,921
382,79.0,920
382,79.5,926
382,80.0,929
382,80.5,928
382,81.0,927
382,81.5,928
382,82.0,928
383,78.0,911
383,78.5,919
383,79.0,918
383,79.5,924
383,80.0,928
383,80.5,929
383,81.0,928
383,81.5,926
383,82.0,928
384,78.5,917
384,79.0,919
384,79.5,923
384,80.0,927
384,80.5,928
384,81.0,930
384,81.5,928
384,82.0,928
384,82.5,929
385,79.5,921
385,80.0,924
385,80.5,928
385,81.0,928
385,81.5,928
385,82.0,927
385,82.5,928
385,83.0,929
385,83.5,927
386,81.5,929
386,82.0,926
386,82.5,925
386,83.0,926
386,83.5,925
386,84.0,925
386,84.5,925
386,85.0,925
386,85.5,925
387,81.0,929
387,81.5,928
387,82.0,929
387,82.5,927
387,83.0,928
387,83.5,925
387,84.0,925
387,84.5,924
388,79.5,913
388,80.0,918
388,80.5,922
388,81.0,927
388,81.5,929
388,82.0,928
388,82.5,928
388,83.0,925
388,83.5,925
389,78.5,906
389,79.0,908
389,79.5,914
389,80.0,917
389,80.5,921
389,81.0,928
389,81.5,927
389,82.0,927
389,82.5,927
